regime_dimension,regime_value,algorithm_display,dataset_count,mean_roc_auc,mean_f1,mean_evaluation_f1,mean_range_f1,mean_runtime_seconds
anomaly_ratio_bucket,moderate,DAMP | Baseline,21,0.8501696106254025,0.36968788761142035,0.33078767437761014,0.33078767437761014,12.254360952378539
anomaly_ratio_bucket,moderate,OCSVM | Baseline,21,0.6834648834908131,0.33102533305441156,0.3245428439699098,0.3245428439699098,0.11752903333399445
anomaly_ratio_bucket,moderate,OCSVM | Nu 0.10,21,0.6840853561075168,0.33075553701633054,0.3243871203541035,0.3243871203541035,0.14564967618900396
anomaly_ratio_bucket,moderate,DAMP | Start x2,21,0.8921792638755589,0.3608049719823657,0.3228740182872846,0.3228740182872846,27.485849000000773
anomaly_ratio_bucket,moderate,OCSVM | Train frac 0.20,21,0.6776404776248833,0.32337485301643315,0.317421327629847,0.317421327629847,0.17043671428248108
anomaly_ratio_bucket,moderate,Isolation Forest | Bootstrap on,21,0.6387988662994788,0.3579406534473567,0.30839842235940085,0.30839842235940085,0.5497377190428475
anomaly_ratio_bucket,moderate,Matrix Profile | Subseq x4,21,0.8185251074465321,0.3241735104907967,0.29023230416754237,0.29023230416754237,0.12402861904618996
anomaly_ratio_bucket,moderate,Local Outlier Factor | Baseline,21,0.6845608715555557,0.2833944436924051,0.288732131008806,0.288732131008806,0.2721599761945462
anomaly_ratio_bucket,moderate,Local Outlier Factor | Leaf size 60,21,0.6845608715555557,0.2833944436924051,0.288732131008806,0.288732131008806,0.19579770952363365
anomaly_ratio_bucket,moderate,Local Outlier Factor | Search brute,21,0.6845608715555557,0.2833944436924051,0.288732131008806,0.288732131008806,0.19188059999474458
anomaly_ratio_bucket,moderate,Local Outlier Factor | Metric manhattan,21,0.6928378989858437,0.26698101576793,0.24463106194544965,0.24463106194544965,2.2080855190399147
anomaly_ratio_bucket,moderate,Local Outlier Factor | p = 1,21,0.6928378989858437,0.26698101576793,0.24463106194544965,0.24463106194544965,2.1867179190545962
anomaly_ratio_bucket,moderate,Local Outlier Factor | Neighbors 10,21,0.5879198488370412,0.19664984710024444,0.18674065115370928,0.18674065115370928,0.18326763809835983
anomaly_ratio_bucket,moderate,HBOS | Baseline,21,0.5156657040644831,0.13187703609508047,0.1739893517232383,0.1739893517232383,0.5263293762026089
anomaly_ratio_bucket,moderate,HBOS | Tol 0.2,21,0.5156657040644831,0.13187703609508047,0.1739893517232383,0.1739893517232383,0.515731919049618
anomaly_ratio_bucket,moderate,HBOS | Bins 20,21,0.5305050054801381,0.13630727025410766,0.17365519823167722,0.17365519823167722,0.5224526666653608
anomaly_ratio_bucket,moderate,HBOS | Alpha 0.05,21,0.5116484416249217,0.13073429456921526,0.17004913187632062,0.17004913187632062,0.5218428761969941
anomaly_ratio_bucket,moderate,PCA | Baseline,21,0.43932749534611804,0.1222827096253195,0.15601315444880118,0.15601315444880118,0.2047291428593564
anomaly_ratio_bucket,moderate,PCA | Whiten on,21,0.43932749534611804,0.1222827096253195,0.15601315444880118,0.15601315444880118,0.18981539524559463
anomaly_ratio_bucket,moderate,PCA | Score comps 2,21,0.439322998446562,0.1222827096253195,0.15601315444880118,0.15601315444880118,0.09709891904467008
anomaly_ratio_bucket,moderate,PCA | Standardize off,21,0.439871552788574,0.1220586402672351,0.15584816307911895,0.15584816307911895,0.20677942858033238
anomaly_ratio_bucket,moderate,PCA | Weighted off,21,0.43924970096237265,0.1220586402672351,0.15584816307911895,0.15584816307911895,0.25766754761848243
anomaly_ratio_bucket,moderate,PCA | Components 0.95,21,0.43499244699373,0.11846705829951079,0.153492637583487,0.153492637583487,0.12028392381311971
anomaly_ratio_bucket,moderate,OCSVM | Kernel linear,21,0.34324907064202126,0.03395728501680515,0.08687001924214653,0.08687001924214653,0.029030233330558985
anomaly_ratio_bucket,sparse,SAND | Overlap 64,29,0.9786515251891835,0.21816945912007296,0.20424921480456434,0.20424921480456434,9.75523633447853
